M7	399021.9020	4547035.2970	39.8840
M8	399002.3780	4547090.8500	40.2080
M9	399011.5270	4547079.4270	40.2460
MA#1	399030.1660	4547032.1600	0.0000
MA1	399033.1420	4547069.3680	53.9940
MA100	398991.9270	4547067.5780	57.7670
MA2	399033.4510	4547060.5060	53.9750
MA20	399033.3720	4547036.3990	39.6070
MA200	398992.6190	4547038.4190	57.7760
MA21	399032.8490	4547035.7480	39.6440
MA23	398998.7880	4547024.4510	36.8840
MA25	399028.3990	4547025.2980	36.9160
MA26	398997.3330	4547092.3270	36.9940
MA27	399024.9010	4547093.1250	36.7970
MA28	399011.7780	4547092.6060	36.5000
MA3	399033.6110	4547052.3890	53.9650
MA3.1	399031.8750	4547045.8500	40.3660
MA3.2	399031.4310	4547060.3660	40.7780
MA3.3	398994.6190	4547039.9270	39.7460
MA30	399032.4280	4547034.5570	39.6800
MA31	399033.5760	4547029.2760	39.9440
MA50	399015.5500	4547052.1210	41.3730
MA51	399011.1150	4547043.5290	41.3610
MAA.1	399001.6440	4547092.0490	40.4660
MAH.01	398993.2400	4547085.4950	40.1340
MAH.02	398993.4410	4547078.4470	40.4710
MAH.3	399015.7150	4547077.4790	40.4410
MAH1	399008.9440	4547093.0470	39.0650
MAH2	399015.3060	4547093.1140	39.0650
MAH3	399018.5110	4547065.3120	40.4350
MAH36	399003.6070	4547078.4770	40.0140
MAH37	399006.0690	4547074.7320	40.1400
MAP.1	399012.1306	4547069.0799	15.7953
MAP.2	399009.3344	4547079.8441	15.6805
O1	398993.7543	4547068.6893	40.2519
O2	399002.7659	4547068.5623	40.0958
O3	399012.0579	4547068.8714	39.9857
O4	399020.9100	4547069.2370	40.0660
P.01	399009.0310	4547101.7910	34.1140
P.02	399008.8510	4547108.0320	34.0730
P.03	398992.6780	4547108.5080	32.8660
P.04	398992.9160	4547101.1370	31.9590
P.1	399033.2030	4547041.5100	46.6730
P.1.1	398993.2760	4547043.6870	46.5840
P.10	399010.0680	4547024.6830	46.6090
P.11	399013.8700	4547024.8210	46.5170
P.2	399033.1110	4547045.7420	46.6730
P12	399018.1250	4547024.9420	46.6690
